frequency;cpu_time
1088.120875;0.3782782679999954
1287.9946249999998;0.39512959600000386
1417.416625;0.39393820800000157
964.4836250000001;0.3882644169999949
1276.4485;0.3712228059999987
1190.491875;0.3819201949999993
1188.818375;0.39033549300000203
1146.008875;0.37556724800000296
1220.39025;0.37324403199999523
1059.9294999999997;0.37467777300000193
952.9905;0.3750024269999983
1076.4005;0.3762476300000088
1079.65725;0.37823038199999814
1225.31525;0.3759035479999966
1178.63275;0.37584083900000564
1154.64075;0.3750117080000024
811.3575000000001;0.37391005700000335
1299.044375;0.37160194700000204
1248.546375;0.4104190879999976
1114.496875;0.39873462699999607
1281.9382500000002;0.4637130280000008
1333.3981250000002;0.41338526399999864
979.3747500000002;0.3826233809999877
1395.32525;0.3779061540000015
1168.740625;0.375204184999987
922.51775;0.37361590400000466
1216.0245;0.3736576709999895
999.185625;0.37585726100000727
1089.96525;0.3810909740000028
885.7337499999999;0.3777570689999976
1349.2261250000001;0.37271015800000384
1056.05925;0.37875475399999914
1048.2942500000001;0.3868022939999918
972.4762499999999;0.3876319219999971
958.7632500000001;0.37838709999999764
1281.7515;0.37533241999999234
816.29075;0.37578946099999655
1102.692;0.37757035899998925
1460.081875;0.3745394639999944
1152.27625;0.3756433269999917
1003.2209999999999;0.3744890199999986
1215.906;0.3772345080000008
1258.831625;0.37656230999999707
1094.8843749999999;0.37597333600000127
1215.414;0.37780620499999884
775.502;0.3771866059999951
1012.62225;0.378917199
1263.798375;0.3776645939999952
1187.5707499999999;0.37800291799999286
1302.250375;0.37277782600000364
1107.3110000000001;0.372559329000012
1238.0555;0.37590317900000514
1125.4615000000001;0.4030312299999963
737.7175;0.3710121310000005
1084.612625;0.37477256100000034
1112.342625;0.376879190000011
1392.428625;0.39169846000000064
1080.278125;0.4046996849999971
1225.5307500000001;0.3800664630000057
1379.662875;0.3929868989999932
939.3898750000001;0.3901027110000115
1065.8005;0.3762020710000087
1271.1732500000003;0.37798172299999067
1307.187375;0.389206903999991
956.5797499999999;0.3743800879999952
1057.580625;0.37640727800000207
1178.209875;0.37157460400000275
1356.3667500000001;0.3722569469999968
978.055;0.3734133420000063
1373.654;0.3766689819999982
1080.0596249999999;0.3803707619999983
846.7814999999999;0.3755154050000016
1174.0785;0.37731766900000707
740.622625;0.3730917269999878
1342.221;0.3705986520000124
1175.3853749999998;0.3780861399999935
1432.416875;0.37785166199999765
980.3601249999999;0.3763056979999959
1190.28675;0.3759073519999987
1351.346875;0.37412813299999925
969.4999999999998;0.3737943240000021
1367.229875;0.3808168250000108
1456.0722499999997;0.3788417220000042
1121.455125;0.38370950399999515
1122.9715;0.37835617300000024
1093.41275;0.380534978
996.9950000000001;0.3773969820000076
1114.879375;0.40009613099999797
1288.6390000000001;0.37727777199999935
1178.426375;0.3746350729999932
1147.5729999999999;0.37563542300000563
1062.179625;0.3756053620000017
1146.663375;0.37912265999999306
1086.4915;0.3777110819999905
1386.92975;0.3858869190000007
1096.385875;0.3746504740000063
1142.68125;0.37712070500001005
1075.324875;0.3719635279999949
1133.8552499999998;0.38345066899999836
1396.9062500000002;0.39093742100000384
807.8691249999999;0.39337017200000446
813.905;0.37834119000000044
1193.909875;0.37434288499999013
975.5095;0.3709033659999932
962.6129999999999;0.37485807000000193
1208.051;0.37067340000000115
1104.5062500000001;0.37523230699999033
1265.46725;0.37629860599999176
1120.36625;0.37399484700000585
1336.6254999999999;0.38113043099998833
1295.341875;0.37855665899999735
1297.3252499999999;0.37837512599999457
1036.7671249999999;0.3790829299999956
1272.176;0.3793558449999921
1377.515625;0.4019307309999931
949.9616249999999;0.46293957800000385
999.9749999999999;0.3767621320000103
953.51675;0.37519578300000944
1029.700875;0.3758626609999993
1279.93525;0.37722308900001167
1102.7600000000002;0.3815902709999932
916.486;0.37864596200000733
1355.51875;0.378897883999997
1287.2842500000002;0.38112800499999366
1190.190875;0.3822234520000052
1274.64075;0.376589660999997
1069.505;0.37422808899999893
858.9345;0.3755764980000009
1164.2396250000002;0.37212356500000965
1297.21775;0.3784810639999989
1357.506125;0.37513015699998675
1223.62075;0.3745971529999963
1047.704625;0.3777738480000039
1030.3455;0.37794862600000556
1439.82725;0.3800044840000112
1189.587875;0.3773521340000059
1072.8705;0.3761466509999991
1436.4638750000001;0.37889361900001006
1212.9059999999997;0.3743078659999952
1219.1216249999998;0.3910068320000022
1052.87875;0.43821314499999175
1072.148125;0.37335065400000644
1323.3922499999999;0.3861960340000081
1173.599375;0.3778768119999967
1420.775875;0.3725135450000039
1159.24775;0.3778122179999883
1001.7767500000001;0.3748036829999961
1263.483875;0.37440480600000114
1065.597875;0.3923229810000066
953.8492500000001;0.3800446770000008
