timestamp;tag;duration;package_0;core_0;uncore_0
1724696426.4709096;measure_test;0.44095635414123535;1904780.0;336364.0;87402.0
1724696426.9127936;measure_test;0.3828890323638916;1611079.0;285095.0;74585.0
1724696427.2964373;measure_test;0.3811936378479004;1626400.0;286498.0;88867.0
1724696427.6783242;measure_test;0.38349056243896484;1601802.0;278686.0;67261.0
1724696428.0625546;measure_test;0.3819260597229004;1622677.0;296813.0;74218.0
1724696428.4451933;measure_test;0.38532018661499023;1631038.0;285155.0;73364.0
1724696428.831143;measure_test;0.379091739654541;1593624.0;284301.0;70801.0
1724696429.21093;measure_test;0.37682557106018066;1589412.0;271972.0;77514.0
1724696429.5885346;measure_test;0.3830759525299072;1615536.0;278564.0;71777.0
1724696429.9727156;measure_test;0.38329601287841797;1604366.0;274108.0;72998.0
1724696430.3567302;measure_test;0.4064316749572754;1699214.0;286804.0;72998.0
1724696430.7638388;measure_test;0.3772926330566406;1599666.0;284484.0;74585.0
1724696431.1418066;measure_test;0.38457536697387695;1591000.0;255492.0;69580.0
1724696431.5272822;measure_test;0.40754127502441406;1910823.0;423216.0;115478.0
1724696431.9356513;measure_test;0.4026460647583008;1818538.0;358276.0;112671.0
1724696432.3392038;measure_test;0.3980541229248047;1708552.0;316405.0;66650.0
1724696432.7380693;measure_test;0.39319753646850586;1663265.0;305541.0;64697.0
1724696433.1320333;measure_test;0.38439178466796875;1584896.0;264770.0;67383.0
1724696433.5173373;measure_test;0.3838317394256592;1622188.0;289184.0;70800.0
1724696433.9019866;measure_test;0.38596081733703613;1614803.0;287292.0;63232.0
1724696434.2887225;measure_test;0.3812105655670166;1570919.0;257323.0;69336.0
1724696434.6711054;measure_test;0.39200806617736816;1675105.0;305968.0;77881.0
1724696435.06385;measure_test;0.37904906272888184;1592343.0;271667.0;73486.0
1724696435.4436982;measure_test;0.37795066833496094;1559566.0;261169.0;63842.0
1724696435.8225014;measure_test;0.3809385299682617;1608028.0;283263.0;73731.0
1724696436.2041287;measure_test;0.37656593322753906;1580136.0;279540.0;70678.0
1724696436.5815406;measure_test;0.37803101539611816;1573116.0;269103.0;68237.0
1724696436.96027;measure_test;0.37432408332824707;1578854.0;277832.0;75562.0
1724696437.335259;measure_test;0.373976469039917;1556393.0;274535.0;64331.0
1724696437.7099502;measure_test;0.38015222549438477;1620052.0;298767.0;72021.0
